id,birth_year,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq_score,grt_score,res_score,se_score,sms_core,twc_score,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_focus_score,sleep_hrs_band,nut_balanced_meals,nut_score,nut_limiting_factors,nut_energy_mornings,cog_decision_intelligence_score,cog_pregame_anxiety,cop_breathing_exercises,cop_self_talk,cop_visualization,cop_talking_to_teammate,cop_other,coach_score,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 175,2005,1,5,164.7,70.25,4.19,4.19,98.00,25.00,1.73,,,76.67,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70,10.14%,8.35,3.50,5.19%,1.75,0.31,7.65%,0.16,0.25,6.14%,0.13,10.00,11.24%,5.00,3.50,14.00%,1.75,0.12,7.45%,0.06,0.00,0.00%,0.00,1.33,4.20%,0.66,2.00,2.68%,1.00,30.00,250.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 175,2005,1,6,181.4,70.75,4.09,4.07,98.00,28.50,1.61,,,74.67,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70,10.14%,8.35,3.50,5.19%,1.75,0.31,7.65%,0.16,0.25,6.14%,0.13,10.00,11.24%,5.00,3.50,14.00%,1.75,0.12,7.45%,0.06,0.00,0.00%,0.00,1.33,4.20%,0.66,2.00,2.68%,1.00,30.00,250.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 175,2005,1,7,177.10,71.00,4.05,4.19,99.00,27.50,1.70,,31.67,,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.70,10.14%,8.35,3.50,5.19%,1.75,0.31,7.65%,0.16,0.25,6.14%,0.13,10.00,11.24%,5.00,3.50,14.00%,1.75,0.12,7.45%,0.06,0.00,0.00%,0.00,1.33,4.20%,0.66,2.00,2.68%,1.00,30.00,250.00%,15.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 176,2005,2,6,,64.00,4.55,4.36,90.00,24.50,1.77,,26.7,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 177,2005,2,6,,62.00,4.46,4.41,82.00,22.00,1.77,22.67,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 178,2005,2,6,,72.25,4.17,4.19,100.00,27.00,1.65,,,71.00,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.10,8.16%,15.10,1.00,1.38%,1.00,0.32,8.31%,0.32,0.30,7.71%,0.30,8.00,8.00%,8.00,3.50,12.96%,3.50,0.17,11.49%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,5.67,8.68%,5.67,36.00,138.46%,36.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 178,2005,1,5,185,73.25,3.90,3.89,108.00,30.50,1.57,,,65.33,62.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.10,8.16%,15.10,1.00,1.38%,1.00,0.32,8.31%,0.32,0.30,7.71%,0.30,8.00,8.00%,8.00,3.50,12.96%,3.50,0.17,11.49%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,5.67,8.68%,5.67,36.00,138.46%,36.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 178,2005,1,6,200.1,73.00,3.85,3.90,107.00,30.00,1.48,,,68.00,54.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.10,8.16%,15.10,1.00,1.38%,1.00,0.32,8.31%,0.32,0.30,7.71%,0.30,8.00,8.00%,8.00,3.50,12.96%,3.50,0.17,11.49%,0.17,0.00,0.00%,0.00,0.00,0.00%,0.00,5.67,8.68%,5.67,36.00,138.46%,36.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 179,2005,0,4,,,,,73.00,,1.89,19.67,,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 18,2002,1,7,167.2,71.00,4.41,4.28,101.00,25.50,1.58,,31.00,,25.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 180,2005,0,7,162.7,65.50,5.14,5.19,70.00,18.00,2.02,,,73.00,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 181,2005,0,7,136.3,64.50,4.87,4.93,82.00,22.50,1.83,,,,63.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 182,2005,0,4,,,4.91,4.81,77.50,,,20.67,,,19.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 183,2005,0,4,,,,,,,,,31.00,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 184,2005,2,6,,70.00,4.29,4.32,96.00,25.50,1.66,,31.33,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30,2.57%,2.15,1.75,2.50%,0.88,0.41,10.57%,0.21,0.48,12.50%,0.24,8.00,8.33%,4.00,2.00,7.84%,1.00,0.13,8.50%,0.06,0.67,3.47%,0.34,0.66,2.15%,0.33,0.00,0.00%,0.00,55.00,611.11%,27.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 184,2005,1,5,,,4.25,,,,,,30.67,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30,2.57%,2.15,1.75,2.50%,0.88,0.41,10.57%,0.21,0.48,12.50%,0.24,8.00,8.33%,4.00,2.00,7.84%,1.00,0.13,8.50%,0.06,0.67,3.47%,0.34,0.66,2.15%,0.33,0.00,0.00%,0.00,55.00,611.11%,27.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 184,2005,1,6,171.8,71.75,3.92,3.84,103.00,27.50,1.53,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30,2.57%,2.15,1.75,2.50%,0.88,0.41,10.57%,0.21,0.48,12.50%,0.24,8.00,8.33%,4.00,2.00,7.84%,1.00,0.13,8.50%,0.06,0.67,3.47%,0.34,0.66,2.15%,0.33,0.00,0.00%,0.00,55.00,611.11%,27.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 184,2005,1,7,167.50,71.50,3.88,3.94,104.00,27.00,1.60,19.33,,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.30,2.57%,2.15,1.75,2.50%,0.88,0.41,10.57%,0.21,0.48,12.50%,0.24,8.00,8.33%,4.00,2.00,7.84%,1.00,0.13,8.50%,0.06,0.67,3.47%,0.34,0.66,2.15%,0.33,0.00,0.00%,0.00,55.00,611.11%,27.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 185,2005,1,7,,,,,,,,18.67,,,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 186,2005,0,4,,,,,,,,22.33,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 187,2005,0,4,,,5.14,5.14,73.50,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.20,8.26%,4.07,0.00,0.00%,0.00,0.22,4.47%,0.07,0.26,5.33%,0.09,6.50,9.70%,2.17,0.50,2.70%,0.17,0.04,2.05%,0.01,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,9.00,47.37%,3.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,3,1,0
Athlete 187,2005,0,6,159.90,67.00,4.92,4.88,71.00,18.50,1.95,,35.00,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.20,8.26%,4.07,0.00,0.00%,0.00,0.22,4.47%,0.07,0.26,5.33%,0.09,6.50,9.70%,2.17,0.50,2.70%,0.17,0.04,2.05%,0.01,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,9.00,47.37%,3.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,3,1,0
Athlete 187,2005,0,7,147.7,67.00,4.96,4.99,67.00,19.00,1.99,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.20,8.26%,4.07,0.00,0.00%,0.00,0.22,4.47%,0.07,0.26,5.33%,0.09,6.50,9.70%,2.17,0.50,2.70%,0.17,0.04,2.05%,0.01,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,9.00,47.37%,3.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,3,1,0
Athlete 188,2005,2,6,,67.00,4.55,4.62,94,25.50,1.81,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 189,2005,2,6,,64.50,4.58,4.58,91.00,25.00,1.73,,,72,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,3.25,5.04%,3.25,0.17,3.85%,0.17,0.23,5.29%,0.23,8.00,8.79%,8.00,1.50,6.38%,1.50,0.06,3.59%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,0.94%,0.67,16.00,106.67%,16.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 189,2005,1,5,152.8,67.75,4.41,4.35,99.00,23.50,1.67,,,71.33,15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,3.25,5.04%,3.25,0.17,3.85%,0.17,0.23,5.29%,0.23,8.00,8.79%,8.00,1.50,6.38%,1.50,0.06,3.59%,0.06,0.00,0.00%,0.00,0.00,0.00%,0.00,0.67,0.94%,0.67,16.00,106.67%,16.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 19,2002,1,7,154.6,63.00,4.25,4.24,98.00,30.50,1.66,,,61.00,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 190,2005,0,7,155.9,65.50,5.00,5.03,74.00,18.50,1.95,,,58.67,,3,290,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 191,2005,0,7,123.6,67.00,4.77,4.92,86.00,19.00,1.83,,,67.7,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 192,2005,1,7,163.50,70.50,4.33,4.44,100,26.00,1.68,,,68.67,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 193,2005,2,6,,64.75,4.78,4.76,82,20.00,1.91,19.00,,,60.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 194,2005,0,6,140.00,63.50,5.12,5.14,68.00,17.50,2.00,,30,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 195,2005,1,7,181.40,73.00,4.38,4.42,100.00,25.00,1.70,22,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 196,2005,2,6,,62.50,4.62,4.59,89.00,25.00,1.78,,33.00,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 197,2005,2,6,,66.50,,,95,24.00,1.73,,,,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 198,2005,1,6,178,69.75,3.99,4.13,103.00,27.00,1.68,20.00,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80,2.14%,3.80,0.25,0.36%,0.25,0.45,11.28%,0.45,0.45,10.90%,0.45,6.00,5.94%,6.00,4.50,16.67%,4.50,0.10,6.33%,0.10,0.33,1.67%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,25.00,138.89%,25.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 198,2005,1,6,181,69.50,4.44,4.58,101.00,27.00,1.65,20.33,,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80,2.14%,3.80,0.25,0.36%,0.25,0.45,11.28%,0.45,0.45,10.90%,0.45,6.00,5.94%,6.00,4.50,16.67%,4.50,0.10,6.33%,0.10,0.33,1.67%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,25.00,138.89%,25.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 198,2005,1,7,177.20,69.50,4.36,4.50,107,31.50,1.58,,30.00,,43.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.80,2.14%,3.80,0.25,0.36%,0.25,0.45,11.28%,0.45,0.45,10.90%,0.45,6.00,5.94%,6.00,4.50,16.67%,4.50,0.10,6.33%,0.10,0.33,1.67%,0.33,0.00,0.00%,0.00,0.00,0.00%,0.00,25.00,138.89%,25.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,3,1,0
Athlete 199,2005,0,4,,,,,,,,21.67,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70,9.65%,3.90,0.75,1.18%,0.25,0.64,12.96%,0.21,0.34,6.81%,0.11,4.00,5.88%,1.33,2.00,11.76%,0.67,0.04,2.06%,0.01,0.67,3.19%,0.22,1.00,3.30%,0.33,0.00,0.00%,0.00,15.00,71.43%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 199,2005,0,6,133.00,64.00,5.02,4.99,72.00,,,21.00,,,33.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70,9.65%,3.90,0.75,1.18%,0.25,0.64,12.96%,0.21,0.34,6.81%,0.11,4.00,5.88%,1.33,2.00,11.76%,0.67,0.04,2.06%,0.01,0.67,3.19%,0.22,1.00,3.30%,0.33,0.00,0.00%,0.00,15.00,71.43%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 199,2005,0,7,132.2,63.75,5.58,5.33,70.00,17.00,1.98,,30.33,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70,9.65%,3.90,0.75,1.18%,0.25,0.64,12.96%,0.21,0.34,6.81%,0.11,4.00,5.88%,1.33,2.00,11.76%,0.67,0.04,2.06%,0.01,0.67,3.19%,0.22,1.00,3.30%,0.33,0.00,0.00%,0.00,15.00,71.43%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 199,2005,0,7,121.3,64.50,4.94,5.01,68.00,19.00,1.94,,31.33,,30.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.70,9.65%,3.90,0.75,1.18%,0.25,0.64,12.96%,0.21,0.34,6.81%,0.11,4.00,5.88%,1.33,2.00,11.76%,0.67,0.04,2.06%,0.01,0.67,3.19%,0.22,1.00,3.30%,0.33,0.00,0.00%,0.00,15.00,71.43%,5.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 2,2011,0,2,140.30,66.00,5.34,5.75,62.00,15.00,2.40,21.66,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.40,12.40%,8.70,3.00,4.55%,1.50,0.22,4.30%,0.11,0.75,15.00%,0.38,7.00,11.29%,3.50,3.50,23.33%,1.75,0.49,25.65%,0.25,1.33,6.56%,0.67,0.00,0.00%,0.00,0.00,0.00%,0.00,4.00,23.53%,2.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 2,2011,0,2,157.70,68.50,5.12,5.28,64.00,16.5,2.11,20.67,,,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.40,12.40%,8.70,3.00,4.55%,1.50,0.22,4.30%,0.11,0.75,15.00%,0.38,7.00,11.29%,3.50,3.50,23.33%,1.75,0.49,25.65%,0.25,1.33,6.56%,0.67,0.00,0.00%,0.00,0.00,0.00%,0.00,4.00,23.53%,2.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
