id,birth_year,gender,category,weight,height,pro_agility_l,pro_agility_r,broad_jump,vertical_jump,dash_10yd,shuttle_100yd,shuttle_150yd,shuttle_300yd,flexed_arm_hang,pull_ups,ue_watt,le_watt,age,demo_edu,demo_income,demo_fin_support,demo_sports_access,demo_years_org_sport,demo_race_asian,demo_race_black,demo_race_hispanic,demo_race_native,demo_race_pacific,demo_race_white,mtq_score,grt_score,res_score,se_score,sms_core,twc_score,hst_age_first_league,hst_age_regular_hky,hst_age_supervised,hst_age_main_sport,hst_practice_hrs_band,hst_game_hrs_band,hst_hky_8plus_months,hst_multi_sport_level,hst_effort,hst_focus,hst_enjoyment,hst_camps_freq,hst_relocated,hst_injury_count_12_16,hst_days_missed_2y,hst_comp_level,hst_age_first_at_level,cog_focus_score,sleep_hrs_band,nut_balanced_meals,nut_score,nut_limiting_factors,nut_energy_mornings,cog_decision_intelligence_score,cog_pregame_anxiety,cop_breathing_exercises,cop_self_talk,cop_visualization,cop_talking_to_teammate,cop_other,coach_score,weight_abs_impr,weight_rel_impr_pct,weight_impr_per_year,height_abs_impr,height_rel_impr_pct,height_impr_per_year,pro_agility_l_abs_impr,pro_agility_l_rel_impr_pct,pro_agility_l_impr_per_year,pro_agility_r_abs_impr,pro_agility_r_rel_impr_pct,pro_agility_r_impr_per_year,broad_jump_abs_impr,broad_jump_rel_impr_pct,broad_jump_impr_per_year,vertical_jump_abs_impr,vertical_jump_rel_impr_pct,vertical_jump_impr_per_year,dash_10yd_abs_impr,dash_10yd_rel_impr_pct,dash_10yd_impr_per_year,shuttle_100yd_abs_impr,shuttle_100yd_rel_impr_pct,shuttle_100yd_impr_per_year,shuttle_150yd_abs_impr,shuttle_150yd_rel_impr_pct,shuttle_150yd_impr_per_year,shuttle_300yd_abs_impr,shuttle_300yd_rel_impr_pct,shuttle_300yd_impr_per_year,flexed_arm_hang_abs_impr,flexed_arm_hang_rel_impr_pct,flexed_arm_hang_impr_per_year,pull_ups_abs_impr,pull_ups_rel_impr_pct,pull_ups_impr_per_year,ue_watt_abs_impr,ue_watt_rel_impr_pct,ue_watt_impr_per_year,le_watt_abs_impr,le_watt_rel_impr_pct,le_watt_impr_per_year,category_progression,num_tests,ever_promoted_between_tests,target_pro_success
Athlete 463,2008,0,4,105.20,62.75,4.76,4.77,80.00,23.50,1.90,,,71.33,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,31.18%,7.00,5.75,9.83%,1.44,0.48,10.81%,0.12,0.31,6.70%,0.08,15.00,18.75%,3.75,7.50,37.50%,1.88,0.19,10.92%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,15.33,27.38%,3.83,12.00,60.00%,3.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 463,2008,0,4,117.80,64.25,4.64,4.80,87.00,25.50,1.83,,,56,,20.00,505,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,31.18%,7.00,5.75,9.83%,1.44,0.48,10.81%,0.12,0.31,6.70%,0.08,15.00,18.75%,3.75,7.50,37.50%,1.88,0.19,10.92%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,15.33,27.38%,3.83,12.00,60.00%,3.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 463,2008,0,6,,64.00,4.44,4.63,95.00,27.50,1.74,,,71.00,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,31.18%,7.00,5.75,9.83%,1.44,0.48,10.81%,0.12,0.31,6.70%,0.08,15.00,18.75%,3.75,7.50,37.50%,1.88,0.19,10.92%,0.05,0.00,0.00%,0.00,0.00,0.00%,0.00,15.33,27.38%,3.83,12.00,60.00%,3.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 464,2008,0,2,115.60,60.00,4.98,4.84,78.00,16.50,1.86,19.00,,,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,9.95%,2.88,2.50,4.17%,0.63,0.39,8.50%,0.10,0.20,4.31%,0.05,6.00,8.00%,1.50,3.50,21.21%,0.88,0.23,12.78%,0.06,3.67,19.32%,0.92,2.33,8.03%,0.58,0.00,0.00%,0.00,50.00,2500.00%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 464,2008,0,4,119.30,61.75,4.59,4.81,78.00,20.00,1.96,,29,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,9.95%,2.88,2.50,4.17%,0.63,0.39,8.50%,0.10,0.20,4.31%,0.05,6.00,8.00%,1.50,3.50,21.21%,0.88,0.23,12.78%,0.06,3.67,19.32%,0.92,2.33,8.03%,0.58,0.00,0.00%,0.00,50.00,2500.00%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 464,2008,0,4,122.00,62.00,4.92,4.81,75.00,17.50,1.89,22.67,,,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,9.95%,2.88,2.50,4.17%,0.63,0.39,8.50%,0.10,0.20,4.31%,0.05,6.00,8.00%,1.50,3.50,21.21%,0.88,0.23,12.78%,0.06,3.67,19.32%,0.92,2.33,8.03%,0.58,0.00,0.00%,0.00,50.00,2500.00%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 464,2008,0,6,127.10,62.25,4.78,4.81,78.00,17.50,2.03,21.33,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,9.95%,2.88,2.50,4.17%,0.63,0.39,8.50%,0.10,0.20,4.31%,0.05,6.00,8.00%,1.50,3.50,21.21%,0.88,0.23,12.78%,0.06,3.67,19.32%,0.92,2.33,8.03%,0.58,0.00,0.00%,0.00,50.00,2500.00%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 464,2008,0,6,,62.50,4.66,4.64,81.00,19.50,1.80,,31.33,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.50,9.95%,2.88,2.50,4.17%,0.63,0.39,8.50%,0.10,0.20,4.31%,0.05,6.00,8.00%,1.50,3.50,21.21%,0.88,0.23,12.78%,0.06,3.67,19.32%,0.92,2.33,8.03%,0.58,0.00,0.00%,0.00,50.00,2500.00%,12.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 465,2008,0,2,76.10,58.50,5.11,5.03,76.00,17.50,1.92,20.00,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 466,2008,2,3,,55.50,4.85,4.89,78.00,19.50,1.83,,,60.33,,12,538,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 467,2008,2,3,,57.50,5.10,5.24,66.00,15.50,2.02,,33,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 468,2008,2,3,,59.75,4.78,4.78,84.00,19.50,1.90,,30.33,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 469,2008,2,3,,56.25,4.95,4.88,70.00,19.00,1.92,,34.33,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 47,2003,1,6,,70.00,4.35,4.47,96.00,26.50,1.72,,31,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,1.00,1.43%,1.00,0.11,2.59%,0.11,0.16,3.71%,0.16,7.00,7.29%,7.00,2.50,9.43%,2.50,0.02,1.16%,0.02,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,14.00,127.27%,14.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 47,2003,1,7,178.2,71.00,4.24,4.31,103.00,29.00,1.74,21.00,,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,1.00,1.43%,1.00,0.11,2.59%,0.11,0.16,3.71%,0.16,7.00,7.29%,7.00,2.50,9.43%,2.50,0.02,1.16%,0.02,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,14.00,127.27%,14.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,1,2,1,0
Athlete 470,2008,1,5,,,,,,,,,,,,12,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 472,2008,0,4,131.30,63.00,5.11,5.23,72.00,16.50,1.87,19.67,,,36.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 473,2009,0,2,,60.75,,,,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 474,2009,2,5,144.5,68.5,4.85,4.92,72,16,2.09,,34.33,,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 475,2009,2,2,,57.75,4.84,4.92,86.00,21.50,1.89,,,58.33,,14,389,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20,38.02%,10.55,10.25,17.75%,2.56,0.26,5.68%,0.06,0.55,12.59%,0.14,18.00,20.93%,4.50,5.00,23.26%,1.25,0.19,11.05%,0.05,0.00,0.00%,0.00,2.33,8.13%,0.58,0.33,0.57%,0.08,17.00,85.00%,4.25,1.00,7.14%,0.25,43.00,12.43%,10.75,0.00,0.00%,0.00,4,5,1,0
Athlete 475,2009,2,3,111,61.50,4.58,4.68,93.00,22.50,1.82,,,58.00,,15,346,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20,38.02%,10.55,10.25,17.75%,2.56,0.26,5.68%,0.06,0.55,12.59%,0.14,18.00,20.93%,4.50,5.00,23.26%,1.25,0.19,11.05%,0.05,0.00,0.00%,0.00,2.33,8.13%,0.58,0.33,0.57%,0.08,17.00,85.00%,4.25,1.00,7.14%,0.25,43.00,12.43%,10.75,0.00,0.00%,0.00,4,5,1,0
Athlete 475,2009,2,4,131,64.75,,,97,26.00,inj,,31.00,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20,38.02%,10.55,10.25,17.75%,2.56,0.26,5.68%,0.06,0.55,12.59%,0.14,18.00,20.93%,4.50,5.00,23.26%,1.25,0.19,11.05%,0.05,0.00,0.00%,0.00,2.33,8.13%,0.58,0.33,0.57%,0.08,17.00,85.00%,4.25,1.00,7.14%,0.25,43.00,12.43%,10.75,0.00,0.00%,0.00,4,5,1,0
Athlete 475,2009,2,5,141.7,66.5,4.71,4.87,95,23,1.91,,29.67,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20,38.02%,10.55,10.25,17.75%,2.56,0.26,5.68%,0.06,0.55,12.59%,0.14,18.00,20.93%,4.50,5.00,23.26%,1.25,0.19,11.05%,0.05,0.00,0.00%,0.00,2.33,8.13%,0.58,0.33,0.57%,0.08,17.00,85.00%,4.25,1.00,7.14%,0.25,43.00,12.43%,10.75,0.00,0.00%,0.00,4,5,1,0
Athlete 475,2009,2,6,153.2,68.00,4.64,4.37,104.00,26.50,1.72,,28.67,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20,38.02%,10.55,10.25,17.75%,2.56,0.26,5.68%,0.06,0.55,12.59%,0.14,18.00,20.93%,4.50,5.00,23.26%,1.25,0.19,11.05%,0.05,0.00,0.00%,0.00,2.33,8.13%,0.58,0.33,0.57%,0.08,17.00,85.00%,4.25,1.00,7.14%,0.25,43.00,12.43%,10.75,0.00,0.00%,0.00,4,5,1,0
Athlete 476,2009,2,2,,60.50,5.05,5.18,70,14.00,1.96,,,,18.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40,48.10%,14.85,13.75,22.73%,3.44,0.42,9.07%,0.11,0.46,9.75%,0.12,20.00,28.57%,5.00,11.50,82.14%,2.88,0.31,17.32%,0.08,1.00,4.41%,0.25,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,260.00%,3.25,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 476,2009,2,3,123.5,63.75,5.01,4.97,73,15.50,2.10,23.67,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40,48.10%,14.85,13.75,22.73%,3.44,0.42,9.07%,0.11,0.46,9.75%,0.12,20.00,28.57%,5.00,11.50,82.14%,2.88,0.31,17.32%,0.08,1.00,4.41%,0.25,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,260.00%,3.25,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 476,2009,2,4,142,66.5,4.95,5.03,74,18.00,1.93,22.67,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40,48.10%,14.85,13.75,22.73%,3.44,0.42,9.07%,0.11,0.46,9.75%,0.12,20.00,28.57%,5.00,11.50,82.14%,2.88,0.31,17.32%,0.08,1.00,4.41%,0.25,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,260.00%,3.25,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 476,2009,2,6,160.2,72.00,4.63,4.72,85.00,21.00,1.84,,33.67,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40,48.10%,14.85,13.75,22.73%,3.44,0.42,9.07%,0.11,0.46,9.75%,0.12,20.00,28.57%,5.00,11.50,82.14%,2.88,0.31,17.32%,0.08,1.00,4.41%,0.25,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,260.00%,3.25,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 476,2009,1,5,182.9,74.25,4.64,4.74,90.00,25.50,1.79,23,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.40,48.10%,14.85,13.75,22.73%,3.44,0.42,9.07%,0.11,0.46,9.75%,0.12,20.00,28.57%,5.00,11.50,82.14%,2.88,0.31,17.32%,0.08,1.00,4.41%,0.25,0.00,0.00%,0.00,0.00,0.00%,0.00,13.00,260.00%,3.25,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,4,5,1,0
Athlete 477,2009,2,3,70.2,54.50,5.07,5.06,79,17.50,1.92,,,72.67,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 478,2009,2,2,,50.75,5.12,5.14,74,17.00,1.89,,,63.33,48.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90,43.63%,11.63,11.75,23.15%,3.92,0.65,14.54%,0.22,0.71,16.03%,0.24,17.00,22.97%,5.67,7.50,44.12%,2.50,0.20,11.83%,0.07,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,19.35%,4.00,36.00,300.00%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 478,2009,2,4,80,55.75,4.79,4.85,79,18.50,1.85,,,74,26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90,43.63%,11.63,11.75,23.15%,3.92,0.65,14.54%,0.22,0.71,16.03%,0.24,17.00,22.97%,5.67,7.50,44.12%,2.50,0.20,11.83%,0.07,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,19.35%,4.00,36.00,300.00%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 478,2009,2,5,82.6,57.25,4.82,4.9,80,19.5,1.88,,,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90,43.63%,11.63,11.75,23.15%,3.92,0.65,14.54%,0.22,0.71,16.03%,0.24,17.00,22.97%,5.67,7.50,44.12%,2.50,0.20,11.83%,0.07,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,19.35%,4.00,36.00,300.00%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 478,2009,1,5,114.9,62.50,4.47,4.43,91.00,24.50,1.69,,,62.00,47.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.90,43.63%,11.63,11.75,23.15%,3.92,0.65,14.54%,0.22,0.71,16.03%,0.24,17.00,22.97%,5.67,7.50,44.12%,2.50,0.20,11.83%,0.07,0.00,0.00%,0.00,0.00,0.00%,0.00,12.00,19.35%,4.00,36.00,300.00%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3,4,1,0
Athlete 479,2009,0,2,115.00,59.75,5.38,5.46,60.00,18.00,2.16,,,,,3,378.00,"1,090.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 48,2003,1,7,160.40,69.50,4.20,4.05,107,31.50,1.63,23,,,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 481,2009,2,6,96.3,60.00,4.64,4.74,88.00,20.50,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,1,0,0
Athlete 482,2009,0,2,69.00,55.00,5.51,5.59,68.00,14.00,,,29.33,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,9.57%,0.00,2.00,3.64%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2.00,3.03%,0.00,1.00,7.14%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 482,2009,0,2,75.60,57.00,,,66.00,15.00,,,,63.33,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.60,9.57%,0.00,2.00,3.64%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2.00,3.03%,0.00,1.00,7.14%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0,2,0,0
Athlete 483,2009,0,2,118.50,61.75,5.61,5.66,74.00,15.50,1.92,,,,7.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,17.72%,10.50,1.75,2.83%,0.88,0.48,9.36%,0.24,0.49,9.48%,0.25,4.00,5.41%,2.00,4.50,29.03%,2.25,0.10,5.21%,0.05,0.00,0.00%,0.00,0.33,0.97%,0.16,0.00,0.00%,0.00,24.00,342.86%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 483,2009,0,2,129.20,63.00,5.14,5.20,75.00,18.50,2.02,,34.33,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,17.72%,10.50,1.75,2.83%,0.88,0.48,9.36%,0.24,0.49,9.48%,0.25,4.00,5.41%,2.00,4.50,29.03%,2.25,0.10,5.21%,0.05,0.00,0.00%,0.00,0.33,0.97%,0.16,0.00,0.00%,0.00,24.00,342.86%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 483,2009,0,4,139.50,63.50,5.13,5.17,78.00,20.00,1.96,,34,,31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,17.72%,10.50,1.75,2.83%,0.88,0.48,9.36%,0.24,0.49,9.48%,0.25,4.00,5.41%,2.00,4.50,29.03%,2.25,0.10,5.21%,0.05,0.00,0.00%,0.00,0.33,0.97%,0.16,0.00,0.00%,0.00,24.00,342.86%,12.00,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,3,1,0
Athlete 484,2009,0,2,74.40,57.00,5.18,5.11,72.00,15.00,1.9,21.67,,,8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.80,46.77%,17.40,5.25,9.21%,2.63,0.31,6.37%,0.16,0.23,4.71%,0.12,3.00,4.17%,1.50,3.00,20.00%,1.50,0.14,7.37%,0.07,2.00,10.17%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3.00,37.50%,1.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
Athlete 484,2009,0,2,85.00,59.50,5.04,5.06,75.00,18.00,2.03,19.67,,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.80,46.77%,17.40,5.25,9.21%,2.63,0.31,6.37%,0.16,0.23,4.71%,0.12,3.00,4.17%,1.50,3.00,20.00%,1.50,0.14,7.37%,0.07,2.00,10.17%,1.00,0.00,0.00%,0.00,0.00,0.00%,0.00,3.00,37.50%,1.50,0.00,0.00%,0.00,0.00,0.00%,0.00,0.00,0.00%,0.00,2,4,1,0
